264.671652,219055278
264.671652,219065628
264.672547,219075628
264.674696,219085628
264.679174,219095628
264.68598,219105628
264.696009,219115627
264.709621,219125628
264.72771,219135627
264.749202,219145627
264.775171,219155628
264.805618,219165628
264.841259,219175628
264.882632,219185627
264.930451,219195628
264.980957,219205628
265.035225,219215628
265.089492,219225628
265.148416,219235628
265.210564,219245628
265.278622,219255628
265.350799,219265628
265.424946,219275628
265.503571,219285628
265.586494,219295628
265.674433,219305628
265.764878,219315628
265.850846,219325628
265.939142,219335627
266.030125,219345628
266.123257,219355627
266.218001,219365628
266.317043,219375628
266.41716,219385628
266.517994,219395628
266.614349,219405627
266.710884,219415628
266.808852,219425628
266.906461,219435627
267.008728,219445628
267.109561,219455628
267.21129,219465628
267.309078,219475628
267.405076,219485628
267.501432,219495628
267.595459,219505627
267.691994,219515628
267.791036,219525628
267.887929,219535628
267.983927,219545628
268.075268,219555628
268.166609,219565628
268.256875,219575628
268.346605,219585628
268.437946,219595628
268.53054,219605628
268.623672,219615628
268.71358,219625627
268.800086,219635628
268.886412,219645628
268.973275,219655627
269.059243,219665628
269.145032,219675628
269.234045,219685628
269.323237,219695628
269.412608,219705628
269.496247,219715628
269.580066,219725628
269.664243,219735628
269.747346,219745629
269.830627,219755627
269.916237,219765628
270.003817,219775628
270.092292,219785628
270.177007,219795627
270.258676,219805628
270.342316,219815628
270.425597,219825627
270.508521,219835628
270.59019,219845628
270.676158,219855628
270.763917,219865628
270.852751,219875628
270.935495,219885628
271.017344,219895628
271.100267,219905628
271.185877,219915628
271.269158,219925628
271.352082,219935628
271.438945,219945627
271.528316,219955628
271.617508,219965628
271.698819,219975627
271.781743,219985628
271.86574,219995628
271.952604,220005628
272.035348,220015628
272.120958,220025628
272.209075,220035628
272.301133,220045628
272.387638,220055628
272.470919,220065628
272.554738,220075628
272.642139,220085628
272.728107,220095628
272.813538,220105628
272.901476,220115627
272.992279,220125628
273.084695,220135628
273.168872,220145628
273.253765,220155628
273.339196,220165628
273.426418,220175628
273.512207,220185628
273.59907,220195628
273.688262,220205628
273.779961,220215628
273.866825,220225628
273.950285,220235627
274.034283,220245628
274.12043,220255628
274.206936,220265627
274.291471,220275628
274.378872,220285628
274.468243,220295628
274.558867,220305628
274.641611,220315628
274.725251,220325629
274.80907,220335627
274.895217,220345628
274.980827,220355628
275.066795,220365628
275.154017,220375628
275.24482,220385628
275.332042,220395628
275.415682,220405628
275.499142,220415628
275.583677,220425628
275.670541,220435627
275.756867,220445628
275.844089,220455628
275.933101,220465628
276.023726,220475628
276.108261,220485628
276.193692,220495628
276.277153,220505628
276.363658,220515628
276.449984,220525628
276.537743,220535628
276.626218,220545628
276.716127,220555627
276.802453,220565628
276.887884,220575628
276.971702,220585627
277.056954,220595628
277.142564,220605628
277.228353,220615627
277.316649,220625628
277.40602,220635628
277.494137,220645628
277.578493,220655627
277.663387,220665628
277.747385,220675628
277.833173,220685627
277.916992,220695628
278.00493,220705628
278.093227,220715628
278.184209,220725627
278.269103,220735628
278.353996,220745628
278.438531,220755627
278.524499,220765628
278.609572,220775627
278.695898,220785628
278.784194,220795628
278.874998,220805628
278.963832,220815627
279.048009,220825628
279.133977,220835628
279.219407,220845628
279.305913,220855628
279.390269,220865628
279.479461,220875628
279.56919,220885628
279.660172,220895628
279.743812,220905627
279.82978,220915628
279.91342,220925628
280.001179,220935628
280.085356,220945627
280.171324,220955628
280.259262,220965629
280.350782,220975627
280.438183,220985628
280.521106,220995628
280.604746,221005628
280.690535,221015628
280.777219,221025628
280.860501,221035628
280.946827,221045627
281.036556,221055628
281.127897,221065628
281.211895,221075628
281.295355,221085628
281.378637,221095628
281.466038,221105628
281.551827,221115628
281.636183,221125628
281.723225,221135628
281.814925,221145628
281.904654,221155628
281.987577,221165627
282.071933,221175628
282.157006,221185628
282.245481,221195627
282.330195,221205628
282.417059,221215628
282.506788,221225627
282.598845,221235628
282.684276,221245628
282.768811,221255628
282.851914,221265627
282.94021,221275628
283.025999,221285629
283.112146,221295627
283.199726,221305628
283.290529,221315628
283.379363,221325628
283.463361,221335628
283.545747,221345628
283.631178,221355628
283.717683,221365628
283.802397,221375628
283.889082,221385628
283.977736,221395628
284.068898,221405628
284.153792,221415627
284.237431,221425628
284.319996,221435628
284.406322,221445628
284.492649,221455628
284.578438,221465628
284.665122,221475628
284.754851,221485627
284.844222,221495628
284.929115,221505629
285.012039,221515627
285.096216,221525628
285.183616,221535628
285.269047,221545627
285.356806,221555628
285.445282,221565628
285.536264,221575628
285.622053,221585627
285.708021,221595628
285.790945,221605628
285.877629,221615627
285.963418,221625628
286.051177,221635628
286.138936,221645628
286.228844,221655627
286.316245,221665628
286.402034,221675628
286.485315,221685628
286.570925,221695628
286.656893,221705628
286.741428,221715628
286.829545,221725628
286.918737,221735628
287.008108,221745628
287.092464,221755628
287.176104,221765628
287.260281,221775628
287.346607,221785628
287.430784,221795628
287.516752,221805627
287.604869,221815628
287.695673,221825628
287.781999,221835627
287.867072,221845628
287.950532,221855628
288.036859,221865628
288.123364,221875628
288.20772,221885628
288.296374,221895628
288.38682,221905627
288.477624,221915628
288.562696,221925628
288.647052,221935628
288.732841,221945628
288.820958,221955628
288.904956,221965628
288.992894,221975628
289.081907,221985628
289.173427,221995627
289.259216,222005628
289.34393,222015628
289.427749,222025627
289.51515,222035628
289.600581,222045628
289.684758,222055628
289.772158,222065628
289.86332,222075628
289.953049,222085628
290.037047,222095628
290.118896,222105628
290.204685,222115628
290.292265,222125627
290.375546,222135628
290.461514,222145629
290.549452,222155627
290.640614,222165628
290.72712,222175628
290.809864,222185628
290.892429,222195627
290.978934,222205628
291.065798,222215627
291.149975,222225627
291.235943,222235628
291.325851,222245627
291.417013,222255628
291.502085,222265628
291.584651,222275628
291.669007,222285628
291.758019,222295628
291.842734,222305628
291.929955,222315628
292.017356,222325628
292.109055,222335629
292.198426,222345627
292.281708,222355628
292.365168,222365629
292.452211,222375628
292.538716,222385628
292.625042,222395628
292.711189,222405628
292.801098,222415627
292.892439,222425628
292.977153,222435628
293.059181,222445627
293.143358,222455628
293.230938,222465628
293.315831,222475628
293.402336,222485628
293.4892,222495628
293.580541,222505628
293.668121,222515627
293.751223,222525628
293.833609,222535629
293.920473,222545628
294.006262,222555628
294.092409,222565628
294.178556,222575628
294.26721,222585628
294.358372,222595628
294.443803,222605628
294.527084,222615628
294.611082,222625628
294.698125,222635627
294.783735,222645628
294.871315,222655628
294.959253,222665627
295.04934,222675628
295.137099,222685628
295.221276,222695628
295.305453,222705628
295.391779,222715628
295.476852,222725628
295.563715,222735627
295.651474,222745628
295.740487,222755629
295.830216,222765627
295.914393,222775628
295.99857,222785628
296.083822,222795628
296.169252,222805628
296.25325,222815628
296.341188,222825627
296.429843,222835627
296.520467,222845628
296.605719,222855627
296.689359,222865628
296.773536,222875628
296.860399,222885628
296.944039,222895628
297.030007,222905628
297.117587,222915628
297.208032,222925628
297.297224,222935628
297.38158,222945628
297.464683,222955627
297.551904,222965628
297.637693,222975628
297.723124,222985627
297.809808,222995628
297.900254,223005628
297.991058,223015628
298.077921,223025628
298.160844,223035628
298.246991,223045628
298.334392,223055627
298.419286,223065628
298.505612,223075628
298.594087,223085627
298.685249,223095628
298.77462,223105628
298.857006,223115628
298.941183,223125627
299.028584,223135628
299.114373,223145628
299.199087,223155628
299.284876,223165628
299.374605,223175628
299.466125,223185628
299.550481,223195628
299.632509,223205628
299.716686,223215628
299.804803,223225628
299.888801,223235628
299.973515,223245628
300.0602,223255628
300.151541,223265628
300.240733,223275627
300.323656,223285628
300.405326,223295627
300.492547,223305627
300.578873,223315628
300.664483,223325628
300.749018,223335628
300.83821,223345627
300.930088,223355628
301.018027,223365628
301.099517,223375627
301.18441,223385628
301.271632,223395628
301.358317,223405628
301.444285,223415628
301.531327,223425628
301.621235,223435628
301.712935,223445627
301.7955,223455628
301.879498,223465628
301.964749,223475628
302.051971,223485628
302.138118,223495628
302.223728,223505628
302.311845,223515628
302.404261,223525628
302.489333,223535628
302.571898,223545628
302.65518,223555628
302.74258,223565627
302.827295,223575628
302.913263,223585628
302.999231,223595627
303.089497,223605628
303.179584,223615628
303.26215,223625627
303.34561,223635628
303.43122,223645628
303.517188,223655628
303.603335,223665627
303.689661,223675628
303.778316,223685629
303.869657,223695627
303.955804,223705628
304.039623,223715628
304.125053,223725628
304.21138,223735628
304.296989,223745628
304.384928,223755628
304.473403,223765628
304.562774,223775628
304.65304,223785627
304.736322,223795628
304.822469,223805628
304.90772,223815628
304.992972,223825628
305.079477,223835628
305.166878,223845627
305.256428,223855628
305.346874,223865628
305.430692,223875628
305.515048,223885627
305.600658,223895628
305.686089,223905628
305.770087,223915627
305.856592,223925628
305.94453,223935628
306.034976,223945627
306.121839,223955628
306.204046,223965628
306.28876,223975629
306.375087,223985628
306.458905,223995628
306.544157,224005628
306.630304,224015628
306.720033,224025628
306.811195,224035628
306.895372,224045628
306.979012,224055628
307.065517,224065628
307.151306,224075628
307.237274,224085628
307.322526,224095628
307.411718,224105627
307.503596,224115628
307.591892,224125628
307.674815,224135628
307.760783,224145628
307.847826,224155628
307.933615,224165628
308.018687,224175628
308.106267,224185628
308.196892,224195628
308.288591,224205627
308.370798,224215628
308.454796,224225629
308.540943,224235628
308.627806,224245628
308.712879,224255627
308.797593,224265628
308.885531,224275627
308.978126,224285628
309.06481,224295629
309.146122,224305628
309.230299,224315628
309.317162,224325628
309.40313,224335628
309.486949,224345628
309.572738,224355628
309.661751,224365628
309.754525,224375628
309.837269,224385628
309.919834,224395628
310.004906,224405628
310.092307,224415628
310.178454,224425627
310.263348,224435628
310.35039,224445628
310.443164,224455628
310.531819,224465628
310.614563,224475627
310.699277,224485628
310.785066,224495627
310.873183,224505628
310.958256,224515628
311.044761,224525627
311.134311,224535629
311.226727,224545629
311.310187,224555627
311.394185,224565628
311.47872,224575628
311.565226,224585628
311.651373,224595627
311.73752,224605628
311.824025,224615628
311.915903,224625628
312.002946,224635628
312.085511,224645628
312.170046,224655628
312.254761,224665627
312.341087,224675628
312.426159,224685628
312.512306,224695628
312.600961,224705628
312.692302,224715627
312.775942,224725628
312.860835,224735628
312.944833,224745627
313.030443,224755628
313.11659,224765628
313.203632,224775628
313.290675,224785628
313.382732,224795628
313.469775,224805628
313.554489,224815628
313.640636,224825628
313.725709,224835628
313.812214,224845628
313.898361,224855628
313.986658,224865628
314.076566,224875628
314.166116,224885628
314.250472,224895628
314.336798,224905628
314.421692,224915627
